Date,Open,High,Low,Close,Adj Close,Volume
2007-06-25,17.227501,17.309999,17.082500,17.137501,13.925599,2796400
2007-06-26,17.222500,17.245001,17.022499,17.025000,13.834182,1874800
2007-06-27,17.000000,17.254999,17.000000,17.240000,14.008886,1763600
2007-06-28,17.282499,17.357500,17.242500,17.245001,14.012956,2137600
2007-06-29,17.270000,17.325001,17.059999,17.170000,13.992376,2546400
2007-07-02,17.252501,17.320000,17.225000,17.317499,14.112573,1810000
2007-07-03,17.362499,17.395000,17.350000,17.392500,14.173701,887200
2007-07-05,17.382500,17.557501,17.332500,17.410000,14.187955,2141600
2007-07-06,17.424999,17.537500,17.385000,17.512501,14.271489,4130800
2007-07-09,17.547501,17.572500,17.482500,17.542500,14.295935,920800
2007-07-10,17.445000,17.495001,17.299999,17.350000,14.139062,2096800
2007-07-11,17.327499,17.420000,17.275000,17.420000,14.196107,991200
2007-07-12,17.497499,17.719999,17.490000,17.719999,14.440587,1314400
2007-07-13,17.700001,17.797501,17.680000,17.745001,14.460959,2086000
2007-07-16,17.740000,17.797501,17.695000,17.737499,14.454848,1434800
2007-07-17,17.780001,17.807501,17.715000,17.725000,14.444666,889600
2007-07-18,17.700001,17.752501,17.622499,17.740000,14.456888,2634000
